GRUPPE1	GRUPPE2	GRUPPE3	HERSTELLER	ARTIKEL_NR	HSTNUMMER	ARTIKEL1	ARTIKEL2	FVERSION	FSYSTEM	FSPRACHE	FFORMAT	FBUS	FGARANTIE	EVP	EK	AKTIONPR	AKTBIS	AKTION	VerfuegbarKZ	Vmenge	VDatum	VEta	Nachfolger	DATENBLATT1	BILD1	ERFDAT	EANCode	UPCCode	Hoehe	Breite	Laenge	Gewicht	Rang	Stck_Kart	Stck_Pal	Storno	ECLass	UNSPC	INTRASTAT	CatalogID	Auslieferungslager
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0712091	STM600EW3-100EUS	ProSecure STM600 Bundle	ProSecure STM600 Bundle mit STM600E3, STM600W3, STM600M3- 3 Jahre/ 		MSD	ML			24	12953,33	7989,20	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24217436-6343.pdf	http://images.icecat.biz/img/norm/high/3612939-6121.jpg	2.9.09 00:00:00	0606449068764		0,26	0,59	0,56	11,85	999	1	0	N	19040106	43222501	85176200	10160401	DE
Netzwerk & Kommunikation	Access Point	Access Point Hardware	Netgear	0712092	WN802T-200PES	300 MBIT/s802.11N WLAN Access	RangeMax Next Wireless-N 300  Access Point Gigabit Edition./ 		NMS	ML			24	189,94	117,30	0,00			B	0	30.1.11 01:10:36	8.2.11 00:00:00	 	http://www.ingrammicro.de/pdf/0712092.pdf	http://www.ingrammicro.de/jpg/0712092.jpg	2.9.09 00:00:00	0606449065206		0,07	0,3	0,25	0,72	9	10	30	Y	19030112	43210000	85176200	10160101	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0712093	STM300EW3-100EUS	ProSecure STM300 Bundle	ProSecure STM300 Bundle mit STM300E3, STM300W3, STM300M3- 3 Jahre/ 		MSD	ML			24	8994,70	5567,70	0,00			V	2	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24208376-2974.pdf	http://images.icecat.biz/img/norm/high/3597908-7570.jpg	2.9.09 00:00:00	0606449068733		0,11	0,54	0,38	5,00	999	1	1	Y	19040106	43222501	85176200	10160401	DE
Storage	Storage NAS	Storage Server	NetGear	0712108	MS2110-100PES	STORA home MEDIA Network	STORAGE MIT 1X 1TB HDD           IN		NMS	Int			36	259,30	176,60	0,00			V	57	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24255924-7929.pdf	http://images.icecat.biz/img/norm/high/3656452-6173.jpg	16.10.09 00:00:00	0606449068221		0,2	0,3	0,24	3,05	19	4	48	Y	19000000	43201800	84713000	10080402	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712110	FS116E-100PES	ProSafe 10/100 MBit/s 16-Port	ProSafe 10/100 MBit/s 16-Port Plus Switch mit Front-Anschlüssen im Metallgehäuse, (Green Power Saving), Desktop, externes Netzteil/ 		NMS	Int			360/24	124,91	79,30	0,00			V	53	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0712110.pdf	http://www.ingrammicro.de/jpg/0712110.jpg	21.9.09 00:00:00	0606449066333		0,09	0,33	0,15	1,18	245	12	12	Y	19030117	43222612	85176200	10161601	DE
Netzwerk & Kommunikation	Karten & Adapter	Karten & Adapter extern	Netgear	0712112	EVAW111-100WWS	WIRELESS USB ADAPTER INTERNET	F/ EVA2000 INCL. USB CABLE		NMS	Int			24	36,76	22,70	0,00			B	0	30.1.11 01:10:36	9.2.11 00:00:00	 	http://pdfs.icecat.biz/pdf/24137855-9679.pdf	http://images.icecat.biz/img/norm/high/3543977-6211.jpg	21.9.09 00:00:00	0606449067514		0,04	0,23	0,17	0,18	61	40	40	Y	19030502	43222628	84715000	10160902	DE
Netzwerk & Kommunikation	Access Point	Access Point Hardware	Netgear	0712119	WNDAP350-100PES	Prosafe Dual BAND Wireless-N	ACCESS POINT POE                 IN		NMS	Int			360/24	505,38	313,20	0,00			V	39	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24359709-2541.pdf	http://images.icecat.biz/img/norm/high/3713289-6974.jpg	3.11.09 00:00:00	0606449067231		0,08	0,31	0,3	1,80	23	5	15	Y	19030112	43210000		10160101	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712124	GS716T-200EUS	Prosafe 16 X 10/100/1000 L2	SMART MANAGED SWITCH 2 SFP GBIC		NMS	Int			360/24	358,07	223,50	0,00			V	24	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24873438-6917.pdf	http://images.icecat.biz/img/norm/high/3883136-1275.jpg	25.2.10 00:00:00	0606449064933		0,12	0,52	0,32	3,66	64	4	8	Y	19030117	43222612		10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712125	GS724T-300EUS	Prosafe 24 X 10/100/1000 L2	SMART MANAGED SWITCH 2 SFP GBIC		NMS	Int			360/24	417,25	262,10	0,00			V	75	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24871370-6.pdf	http://images.icecat.biz/img/norm/high/3848402-2523.jpg	25.2.10 00:00:00	0606449064964		0,12	0,53	0,32	3,78	39	4	20	Y	19030117	43222612		10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712126	JFS524E-100PES	PROSAFE 24 X 10/100	24 10/100 Mbit/s Ethernet RJ-45 Ports, rackmountfähig,  E=grünes Netzwerken für einen reduzierten Stromverbrauch		NMS	ML			360/24	151,00	97,40	0,00			V	17	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24863509-2289.pdf	http://images.icecat.biz/img/norm/high/3670819-5112.jpg	9.11.09 00:00:00	0606449066364		0,08	0,46	0,24	2,28	139	6	18	Y	19030117	43222612		10161601	DE
Zubehör	Netzwerkkommunikation	Antennen	Netgear	0712127	ANT224D10-10000S	PROSAFE INDOOR/OUTDOOR	10DBI 2X2 DIRECTIONAL ANTENNA		NMS	Int			24	385,45	238,50	0,00			V	1	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24391602-7017.pdf	http://images.icecat.biz/img/norm/high/3712273-3453.jpg	19.10.09 00:00:00	0606449067248		0,06	0,42	0,28	2,17	999	0	0	Y	19039001	43222600	85177011	10101313	DE
Netzwerk & Kommunikation	Digital Media	Digital Media Hardware	Netgear	0712128	EVA9100-100EUS	DIGITAL ENTERTAINER EXPRESS	 		NMS	Int			24	265,91	166,40	0,00			V	5	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24569903-7325.pdf	http://images.icecat.biz/img/norm/high/3783724-3087.jpg	19.10.09 00:00:00	0606449068122		0,11	0,51	0,38	3,78	999	4	12	Y	19000000	43201800		10160201	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0712129	DGN1000B-100GRS	DGN1000B Wireless-N 150 ADSL2+	MODEM ROUTER ANNEX B             GR		NMS	GR			24	82,62	51,60	0,00			V	421	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24360629-9741.pdf	http://images.icecat.biz/img/norm/high/3785434-6235.jpg	19.10.09 00:00:00	0606449067170		0,07	0,29	0,23	0,70	43	10	80	Y	19030101	43222609	85176200	10161301	DE
Zubehör	Netzwerkkommunikation	Module & Erweiterungen	Netgear	0712137	AX743-10000S	10GE SFP+ ADAPTER I/O MODULE	 		MSD				60	862,96	534,60	0,00			V	2	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3429126-78.jpg	23.11.09 00:00:00	0606449063929		0,05	0,18	0,13	0,23	37	0	0	Y	19039001	43222600	84733020	10101306	DE
Zubehör	Netzwerkkommunikation	Module & Erweiterungen	Netgear	0712138	AXM761-10000S	10G-BIT SR SFP+ MODULE	F/ GSM7328S/GSM7352S		MSD	Int			60	809,01	501,20	0,00			V	3	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3429124-9996.jpg	11.11.09 00:00:00	0606449064131		0,05	0,18	0,14	0,11	38	0	0	Y	19039001	43222600	84733020	10101306	DE
Zubehör	Netzwerkkommunikation	Module & Erweiterungen	Netgear	0712139	AXM762-10000S	10G-BIT LR SFP+ MODULE	F/ GSM7328S/GSM7352S		MSD	Int			60	1671,95	1035,20	0,00			V	2	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3429125-1755.jpg	11.11.09 00:00:00	0606449064124		0,05	0,19	0,14	0,11	999	0	0	Y	19039001	43222600	84733020	10101306	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	NetGear	0712141	GS105E-100PES	5-PORT GBIT E-NET Plus Switch	 		NMS	ML			360/24	72,97	46,90	0,00			B	0	30.1.11 01:10:36	8.2.11 00:00:00	 	http://pdfs.icecat.biz/pdf/24035987-8017.pdf	http://images.icecat.biz/img/norm/high/3449713-16758.jpg	22.10.09 00:00:00	0606449066401		0,09	0,21	0,15	0,59	6	8	72	Y	19030117	43222612	85176200	10161601	DE
Storage	Storage NAS	Storage Server	Netgear	0712147	RNDX4420-100EUS	READYNAS NVX 8TB	W/ 4X 2TB                        IN		NMS	Int			60	2546,22	1575,70	0,00			V	2	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24405165-1160.pdf	http://images.icecat.biz/img/norm/high/3848472-5856.jpg	5.11.09 00:00:00	0606449070033		0,24	0,34	0,3	9,16	33	1	3	Y	19000000	43201800	84733020	10080402	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0712154	UTM10EW3-100EUS	PROSECURE UTM10 BUNDLE	UTM10/UTM10E3/UTM10M3/UTM10W3 3YR		NMS	ML			24	1489,26	923,50	0,00			V	5	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24405622-1054.pdf	http://images.icecat.biz/img/norm/high/3699600-3376.jpg	3.11.09 00:00:00	0606449069051		0,1	0,43	0,25	3,14	999	1	7	Y	19040106	43222501	85176200	10160401	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0712157	UTM25EW3-100EUS	PROSECURE UTM BUNDLE 3YR	W/ UTM25/UTM25E3/UTM25M3/UTM25W3		NMS	ML			24	2082,55	1290,60	0,00			V	18	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24405621-3890.pdf	http://images.icecat.biz/img/norm/high/3704206-3140.jpg	3.11.09 00:00:00	0606449069082		0,11	0,43	0,25	3,32	27	1	11	Y	19040106	43222501	85176200	10160401	DE
Storage	Storage NAS	Storage Server	Netgear	0712168	RNDP6620-100EUS	READYNAS PRO 12TB	W/ 6X 2TB                        IN		NMS	Int			60	5945,03	3678,60	0,00			V	3	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24405164-5391.pdf	http://images.icecat.biz/img/norm/high/3849998-1042.jpg	5.11.09 00:00:00	0606449070064		0,31	0,41	0,4	13,80	62	1	3	Y	19000000	43201800	84733020	10080402	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712169	GSM7352S-200EUS	48X 10/100/1000 L3 Managed	GIGABIT SWITCH W/ 4X SFP 10GB    IN		NMS	Int			360/24	5229,12	3239,50	0,00			V	6	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24524089-638.pdf	http://images.icecat.biz/img/norm/high/3797085-2225.jpg	10.11.09 00:00:00	0606449068085		0,15	0,58	0,54	9,04	999	1	3	Y	19030117	43222612		10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712170	GSM7328S-200EUS	24X 10/100/1000 L3 Managed	GIGABIT SWITCH W/ 4X SFP 10GB    IN		NMS	Int			360/24	3137,77	1941,80	0,00			V	12	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24402151-3670.pdf	http://images.icecat.biz/img/norm/high/3850046-4851.jpg	10.11.09 00:00:00	0606449067989		0,15	0,58	0,55	8,44	112	1	5	Y	19030117	43222612		10161601	DE
Zubehör	Netzwerkkommunikation	Netzteile	Netgear	0712176	APS135W-10000S	MGD SW 135W MODUL. POWER SUPPL	F/ GSM7328S/GSM7352S		NMS	Int			24	309,84	191,50	0,00			A	0	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3858320-8079.jpg	11.11.09 00:00:00	0606449066098		0,08	0,31	0,24	1,56	999	0	0	N	19039001	43222608	85044030	10101310	DE
Storage	Storage NAS	Storage Server	Netgear	0712178	RND2120-100ISS	READYNAS DUO 2TB GIGABIT DSKTO	NETWORK STORAGE (1X 2TB HDD)     IN		NMS	Int			36	495,70	305,20	0,00			B	0	30.1.11 01:10:36	3.2.11 00:00:00	 		http://www.ingrammicro.de/jpg/0712178.jpg	18.11.09 00:00:00	0606449069891		0,18	0,3	0,24	4,04	21	2	16	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0712179	RND2210-100ISS	READYNAS DUO 2TB GIGABIT DSKTO	NETWORK STORAGE (2X 1TB HDD)     IN		NMS				36	592,06	366,70	0,00			V	29	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3876156-6394.jpg	18.11.09 00:00:00	0606449069921		0,18	0,3	0,27	4,59	11	2	20	Y	19000000	43201800	84733020	10080402	DE
Zubehör	Storage	Netzteile	Netgear	0712182	RN12PPSU-100WWS	READYNAS 3200 AC POWER SUPPLY	UNIT FUER READYNAS 3200          IN		NMS	ML			24	454,20	280,50	0,00			A	0	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/3898215-8422.jpg	8.12.09 00:00:00	0606449067545		0,14	0,39	0,19	1,68	999	1	0	N	19039190	43201900	85044030	10102312	DE
Netzwerk & Kommunikation	Karten & Adapter	Karten & Adapter extern	Netgear	0712187	WNB1100-100PES	WIRELESS-N 150 ROUTER BUNDLE	(WNR1000 + WNA1000 USB STICK)    IN		NMS	Int			24	61,98	38,90	0,00			V	1223	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/27063586-7194.pdf	http://images.icecat.biz/img/norm/high/3934118-6071.jpg	8.12.09 00:00:00	0606449069433		0,07	0,25	0,24	0,77	60	12	240	Y	19030502	43222628		10160902	DE
Netzwerk & Kommunikation	Karten & Adapter	Karten & Adapter extern	Netgear	0712191	CARP1000-10000S	CAR POWER ADAPTER F/ MBR624GU	 		NMS				24	17,89	11,70	0,00			V	5	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24595621-9429.pdf	http://images.icecat.biz/img/norm/high/3923734-6603.jpg	16.12.09 00:00:00	0606449064070		0,06	0,12	0,09	0,07	93	0	0	Y	19030502	43222628		10160902	DE
Netzwerk & Kommunikation	Karten & Adapter	Powerline Adapter 	Netgear	0712195	XAV2001-100PES	200MBIT/S POWERLINE AV Adapter	ADAPTER		NMS	D			24	61,96	38,10	0,00			B	0	30.1.11 01:10:36	9.2.11 00:00:00	 	http://pdfs.icecat.biz/pdf/24827898-1498.pdf	http://images.icecat.biz/img/norm/high/3955893-4365.jpg	21.12.09 00:00:00	0606449066463		0,11	0,24	0,18	0,52	22	12	96	Y	19039001	43201404		10160903	DE
Netzwerk & Kommunikation	Karten & Adapter	Powerline Adapter 	Netgear	0712199	XAVB2001-100PES	200 MBIT/S Powerline AV	ADAPTER KIT (2X XAV2001)         IN		NMS				24	111,51	69,10	0,00			B	0	30.1.11 01:10:36	15.2.11 00:00:00	 	http://pdfs.icecat.biz/pdf/24589816-4809.pdf	http://images.icecat.biz/img/norm/high/3955712-7123.jpg	21.12.09 00:00:00	0606449066579		0,11	0,25	0,18	0,72	4	12	192	Y	19039001	43201404		10160903	DE
Netzwerk & Kommunikation	Karten & Adapter	Powerline Adapter 	Netgear	0712200	XAVB2001-100GRS	200 MBIT/S Powerline AV	ADAPTER KIT (2X XAV2001)         IN		NMS				24	111,51	69,50	0,00			V	363	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24591229-2528.pdf	http://images.icecat.biz/img/norm/high/3955834-2340.jpg	21.12.09 00:00:00	0606449066548		0,11	0,24	0,18	0,72	6	12	96	Y	19039001	43201404		10160903	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0712226	UTM5EW-100EUS	PROSECURE UTM5 BUNDLE	W/ UTM5E/UTM5M/UTM5W 1YR         IN		NMS	ML			24	639,25	397,50	0,00			V	14	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24693055-2798.pdf	http://images.icecat.biz/img/norm/high/3956970-335.jpg	27.1.10 00:00:00	0606449070897		0,11	0,44	0,25	3,26	999	1	13	Y	19040106	43222501		10160401	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0712229	UTM5-100EUS	PROSECURE UTM5 W/ VPN FIREWALL	4 PORT GB-SWITCH/1 WAN PORT USB  IN		NMS	Int			24	437,13	270,40	0,00			V	3	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24907691-7393.pdf	http://images.icecat.biz/img/norm/high/3956973-9157.jpg	9.3.10 00:00:00	0606449070866		0,12	0,44	0,26	3,26	22	0	3	Y	19040106	43222501	49119900	10160401	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0712231	UTM5EW3-100EUS	PROSECURE UTM5 BUNDLE	W/ UTM5E3/UTM5M3/UTM5W3 3YR      IN		NMS	ML			24	1079,39	669,80	0,00			V	13	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24693052-6629.pdf	http://images.icecat.biz/img/norm/high/3956965-6247.jpg	27.1.10 00:00:00	0606449070927		0,11	0,44	0,25	3,10	20	1	13	Y	19040106	43222501		10160401	DE
Netzwerk & Kommunikation	Karten & Adapter	Karten & Adapter extern	Netgear	0712236	WNA1100-100PES	WIRELESS-N 150 USB-ADAPTER	W/ PUSH N CONNECT BUTTON         IN		NMS	Int			24	24,79	15,40	0,00			V	332	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24807144-184.pdf	http://images.icecat.biz/img/norm/high/4016248-277.jpg	18.1.10 00:00:00	0606449067200		0,05	0,17	0,14	0,21	5	40	360	Y	19030502	43222628		10160902	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712237	FSM726-300EUS	SWITCH MANAGED 24PORTS LAYER2	10/100 PROSAFE                   IN		NMS	ML			360/24	401,61	248,30	0,00			V	8	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24826463-3347.pdf	http://images.icecat.biz/img/norm/high/3992176-6070.jpg	10.3.10 00:00:00	0606449069501		0,11	0,53	0,32	4,26	192	2	12	Y	19030117	43222612		10161601	DE
Netzwerk & Kommunikation	Netzwerk-Management	Management Hardware inkl. Software	Netgear	0712239	WMS5316-100EUS	PROSAFE WMS5316-100EUS WIRELES	MANAGEMENT SYSTEM                IN		NMS	Int			360/24	936,43	576,40	0,00			B	0	30.1.11 01:10:36	31.1.11 00:00:00	 	http://pdfs.icecat.biz/pdf/24826464-3503.pdf	http://images.icecat.biz/img/norm/high/4005227-5991.jpg	28.1.10 00:00:00	0606449068443		0,11	0,43	0,25	3,20	1	6	6	Y	19039001	43222600		10162102	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712242	GSM7224-200EUS	Prosafe 24 X 10/100/1000 L2	MANAGED SWITCH 4 SFP GBIC SLOTS  IN		NMS	Int			360/24	986,70	614,40	0,00			V	24	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24861912-914.pdf	http://images.icecat.biz/img/norm/high/4016250-6174.jpg	25.2.10 00:00:00	0606449069143		0,13	0,52	0,38	5,10	150	2	10	Y	19030117	43222612		10161601	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712243	GSM7248-200EUS	PROSAFE 48 X 10/100/1000 L2	MANAGED SWITCH 4 SFP GBIC SLOTS  IN		NMS	Int			360/24	1885,48	1170,50	0,00			V	2	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24861913-2637.pdf	http://images.icecat.biz/img/norm/high/4016249-4084.jpg	25.2.10 00:00:00	0606449069174		0,13	0,5	0,39	5,80	94	1	4	Y	19030117	43222612		10161601	DE
Netzwerk & Kommunikation	Karten & Adapter	Karten & Adapter extern	Netgear	0712250	WNCE2001-100PES	Ethernet TO Wireless N300	ADAPTER		NMS	Int			24	60,56	37,50	0,00			V	430	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/25251412-4021.pdf	http://images.icecat.biz/img/norm/high/4204393-6569.jpg	18.3.10 00:00:00	0606449069488		0,06	0,17	0,14	0,33	7	40	440	Y	19030502	43222628		10160902	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0712255	DGNB1100-100PES	WIRELESS-N 150 ADSL2+ MODEMROU	SET DGN1000 W/USB STICK WNA1100  IN		NMS	Int			24	99,15	61,00	0,00			B	0	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/4151090-4245.jpg	26.5.10 00:00:00	0606449070408		0,07	0,28	0,23	0,88	52	10	50	Y	19030101	43222609		10161301	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0712256	DGN2200-100PES	ADSL 2+ WIRELESS-N 300	MODEM ROUTER (ANNEX-A)           IN		NMS	Int			24	108,78	67,30	0,00			V	25	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/24043167-9758.pdf	http://images.icecat.biz/img/norm/high/3474805-18233.jpg	31.5.10 00:00:00	0606449067286		0,07	0,28	0,23	0,89	9	10	60	Y	19030101	43222609		10161301	DE
Netzwerk & Kommunikation	Karten & Adapter	Karten & Adapter extern	Netgear	0712258	WNA3100-100PES	Wireless-N 300 USB-Adapter	mit Cradle                       IN		NMS	Int			24	37,17	22,90	0,00			B	0	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/4195420-2404.jpg	20.7.10 00:00:00	0606449066180		0,04	0,23	0,16	0,21	1	40	560	Y	19030502	43222628		10160902	DE
Storage	Storage NAS	Storage Server	Netgear	0712259	RNRP4410-100EUS	READYNAS 3100 4-BAY 1U RACKM.	HIGH-PERFORMANCE STORAGE   4x 1TB		NMS	Int			60	5202,71	3199,10	0,00			B	0	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/4261005-2935.jpg	8.3.10 00:00:00	0606449071535		0,21	0,86	0,61	20,62	48	1	1	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0712260	RNRP4420-100EUS	READYNAS 3100 4-BAY 1U RACKM. 	HIGH-PERFORMANCE STORAGE    4x 2TB		NMS	ML			60	6771,17	4189,00	0,00			V	1	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/4261008-6199.jpg	8.3.10 00:00:00	0606449071566		0,22	0,86	0,61	20,44	65	1	0	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0712261	RN12G1220-100EUS	READYNAS 4200 12-BAY 2U RACKM.	HIGH-PERFORMANCE STORAGE,with10 GE - 12 x 2 TB		NMS	Int			60	19074,45	11800,60	0,00			V	1	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/25241640-5750.pdf	http://images.icecat.biz/img/norm/high/4261017-5621.jpg	8.3.10 00:00:00	0606449072228		0,34	0,95	0,69	53,01	66	1	1	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0712262	RN12T1210-100EUS	READYNAS 4200 12-BAY 2U RACKM.	HIGH-PERFORMANCE STORAGE,with10GE Option - 12 x 2 TB		NMS	Int			60	11313,26	6974,10	0,00			A	0	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/25443967-292.pdf	http://images.icecat.biz/img/norm/high/4261023-4552.jpg	8.3.10 00:00:00	0606449072129		0,37	0,96	0,7	39,00	80	1	1	N	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0712263	RN12T1220-100EUS	READYNAS 4200 12-BAY 2U RACKM.	HIGH-PERFORMANCE STORAGE, with10GE Option - 12 x 2 TB		NMS	Int			60	17642,22	10915,10	0,00			V	1	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/25176564-262.pdf	http://images.icecat.biz/img/norm/high/4261013-8490.jpg	8.3.10 00:00:00	0606449072150		0,37	0,96	0,7	39,00	58	1	1	Y	19000000	43201800	84733020	10080402	DE
Zubehör	Netzwerkkommunikation	Module & Erweiterungen	Netgear	0712264	AX744-10000S	PROSAFE 10GBASE-CX4 SFP+MODULE	                                 IN		MSD	Int			360/24	400,67	248,00	0,00			V	1	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/4195421-4384.jpg	8.3.10 00:00:00	0606449071320		0,05	0,18	0,14	0,24	999	0	0	Y	19039001	43222600	84733020	10101306	DE
Storage	Storage NAS	Storage Server	Netgear	0712268	RND4220-100EUS	READYNAS NV+ 4TB GBIT DESKTOP	NETWORK STORAGE 2 X 2000GB HDD   IN		NMS	ML			60	991,38	609,40	0,00			B	0	30.1.11 01:10:36		 	http://www.ingrammicro.de/pdf/0712268.pdf	http://images.icecat.biz/img/norm/high/4504135-227.jpg	8.3.10 00:00:00	0606449071306		0,25	0,36	0,31	7,94	49	1	2	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0712270	RN12G0620-100EUS	READYNAS 4200 12-BAY 2U RACKM.	HIGH-PERFORMANCE STORAGE ,with10 GE - 6 x 2 TB		NMS	Int			60	13761,97	8514,10	0,00			V	1	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/25407052-1166.pdf	http://images.icecat.biz/img/norm/high/4503896-2333.jpg	8.3.10 00:00:00	0606449072198		0,36	0,96	0,7	35,50	999	1	1	Y	19000000	43201800	84733020	10080402	DE
Storage	Storage NAS	Storage Server	Netgear	0712271	MS2120-100PES	STORA HOME MED. NETWORK STORAG	W/ 1X 2TB HDD                    IN		NMS	Int			36	419,94	259,70	0,00			V	7	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/25176558-4633.pdf	http://images.icecat.biz/img/norm/high/4504045-4671.jpg	8.3.10 00:00:00	0606449071474		0,21	0,29	0,24	3,11	43	4	0	Y	19000000	43201800	84715000	10080402	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0712272	DGNB2200-100PES	ADSL 2+ WIRELESS-N 300 MODEM	ROUTER ANNEX-A W/ USB-ADAPTER    IN		NMS	Int			24	132,17	81,80	0,00			V	1	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/4547884-2050.jpg	2.6.10 00:00:00	0606449070316		0,06	0,28	0,23	0,98	32	10	50	Y	19030101	43222609		10161301	DE
Netzwerk & Kommunikation	Firewall	Firewall Hardware	Netgear	0712273	SRX5308-100EUS	QUAD WAN SSL GIGABIT VPN	FIREWALL 4 WAN+4 LAN PORTS 125IP IN		NMS	Int			360/24	944,71	584,30	0,00			V	1	30.1.11 01:10:36		 		http://images.icecat.biz/img/norm/high/4547898-8493.jpg	31.3.10 00:00:00	0606449065152		0,11	0,43	0,25	3,38	15	1	8	Y	19040106	43222501		10160401	DE
Netzwerk & Kommunikation	Router	Router Hardware	Netgear	0712274	WNDR3400-100PES	WNDR3400 N600 DUAL BAND WL	N ROUTER MIT USB PORT            IN		NMS				24	144,56	89,50	0,00			V	72	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/26774160-8421.pdf	http://images.icecat.biz/img/norm/high/4547909-8730.jpg	28.5.10 00:00:00	0606449071160		0,07	0,3	0,25	0,98	8	10	140	Y	19030101	43222609		10161301	DE
Netzwerk & Kommunikation	Switch	Switch Hardware	Netgear	0712290	GSM7228PS-100EUS	Prosafe 24X 10/100/1000 LAYER 	MANAGED SWITCH POE STACKABLE		NMS	Int			360/24	2928,71	1811,90	0,00			V	7	30.1.11 01:10:36		 	http://pdfs.icecat.biz/pdf/25640928-7039.pdf	http://images.icecat.biz/img/norm/high/4610255-1094.jpg	30.3.10 00:00:00	0606449071689		0,15	0,58	0,55	9,36	999	1	2	Y	19030117	43222612		10161601	DE
